,Xiong_PBMC_N_1,Xiong_PBMC_N_2,Xiong_PBMC_N_3,Xiong_PBMC_COVID_1,Xiong_PBMC_COVID_2,Xiong_PBMC_COVID_3
AGPS,1359.745234,963.3808951,1444.013624,1940.96109,1543.082294,1751.062311
CXorf56,295.8795224,314.2277529,328.9451884,443.2608615,385.0865832,420.586685
ATP1A2,4.551992652,0,7.433789569,0,3.419951893,0.592375613
TTC27,418.1330394,541.9017535,429.3013476,454.7334955,528.0405723,491.0793829
ZNF582,42.2685032,45.15847946,74.33789569,45.89053625,47.19533613,58.64518566
VSIG2,37.06622588,16.9344298,72.4794483,35.46086892,24.62365363,55.68330759
PHLDB1,35.76565655,45.15847946,35.31050045,30.24603525,35.56749969,15.99414154
MARCO,179.4785674,33.86885959,295.4931354,952.2286271,1539.662342,505.8887733
CYP24A1,3.251423323,0,1.858447392,1.042966733,2.735961515,0
PRDM11,500.7191918,413.9527284,470.1871902,241.968282,300.9557666,318.6980796
CD74,45931.55672,32858.43861,65025.21581,40486.9256,97875.60324,74892.86396
HGF,158.0191735,28.22404966,191.4200814,726.9478128,400.8183619,599.4841201
ZRANB1,1494.354159,1778.115129,1261.885779,3586.762594,1246.23047,1086.416874
NCDN,472.7569512,718.7724647,598.4200603,893.8224901,757.8613396,853.0208823
ADGRA2,200.9379614,62.09290925,327.086741,421.3585601,523.2526397,254.7215135
ZFP64,288.0761064,370.6758522,360.5387941,311.8470531,358.4109584,402.8154166
MNAT1,109.8981083,156.1730748,139.3835544,105.33964,134.7461046,136.2463909
SAMD4A,208.7413773,58.32970263,252.7488453,371.2961569,419.9700925,251.7596354
RUNX3,12596.66424,16433.92332,19125.28211,3451.176919,6872.735325,4067.250957
MRE11,1592.547144,1719.785426,1360.383491,1592.610201,1432.959843,2104.118176
PLEKHB1,386.9193755,1360.399194,423.7260054,166.8746773,416.5501406,158.1642886
SERPINB1,3989.496418,2265.450386,3486.447308,18048.53931,5529.378221,10870.68487
SLC7A9,4.551992652,3.763206621,0,3.128900199,7.523894165,1.184751225
SPAST,1100.931937,786.5101839,1010.995381,1103.458803,865.247829,921.1440778
OSBPL5,1789.583397,1443.189739,2061.018158,1029.408165,1405.600228,1300.26447
AQR,2193.410174,1386.74164,1758.091233,2256.98001,2188.085221,2396.751729
CPS1,12.35540863,7.526413243,1.858447392,2.085933466,9.575865301,2.961878064
FHL1,596.9613221,728.1804812,676.4748508,244.0542155,194.9372579,467.3843584
RTF2,3006.266005,2291.792832,2168.808107,4623.471527,2841.980023,3216.599577
NLRP2,285.4749678,54.56649601,327.086741,182.5191783,339.2592278,79.97070772
SLC45A4,3405.540789,765.8125475,1297.19628,694.6158441,597.1236006,384.4517727
RNF10,5343.389089,18270.36815,4294.871923,128416.322,22876.05821,5067.773367
ZNF839,671.0937739,694.3116216,609.5707446,490.1943645,627.2191772,575.7890956
ZDHHC6,1144.50101,1061.224267,929.2236961,1083.642435,1186.723307,1216.739509
GRAMD1B,670.4434892,357.504629,700.6346669,949.0997269,1124.480183,731.5838817
RNH1,3186.394857,2897.669098,3912.031761,6525.842848,5247.574185,6256.671221
NDUFS1,1127.593608,1117.672367,1252.593542,1945.132957,1495.886958,1973.203166
RB1CC1,2898.969035,2417.860254,2665.01356,3805.785608,1913.80508,2139.068338
ERP44,2128.381707,1399.912863,1847.296708,3747.379471,2606.003343,3428.077671
ALAS1,582.6550595,344.3334059,477.6209798,1083.642435,747.6014839,1036.064947
BIRC3,2694.129366,4655.086591,2573.949638,2008.753928,3133.359925,2116.558064
AKAP11,3015.36999,2451.729114,2793.24643,1896.11352,2937.054686,2487.385198
GLRX2,520.8780164,498.6248773,486.9132168,403.6281256,414.4981695,391.56028
SNAPC1,39.66736454,52.6848927,42.74429002,55.27723684,36.25149007,51.53667831
DERA,396.6736454,327.3989761,440.452032,1374.630154,636.1110522,924.1059558
STRAP,1563.934618,2000.144319,1800.835523,2722.143173,1820.782388,1740.991926
ABCC2,189.8831221,173.1075046,130.0913175,118.8982075,141.5860084,136.2463909
DEF6,3788.558456,6179.185272,4341.333108,2676.252637,3867.281601,2965.432317
PLEKHO1,3042.031661,2474.308354,4475.14132,3984.13292,4164.817416,3143.145001
GCLM,213.9436547,329.2805794,354.9634519,378.596924,218.1929308,203.7772108
UBR2,6933.985379,2558.980503,4001.237235,5234.650032,3959.620302,3929.819815
EHD2,10.40455463,3.763206621,14.86757914,12.51560079,4.103942272,21.91789767
DEPDC1,0,7.526413243,3.716894784,45.89053625,37.61947083,42.0586685
CCDC28A,470.8060972,368.7942489,304.7853723,1157.693074,586.8637449,632.0647788
RRAGD,391.4713681,176.8707112,230.4474766,398.413292,363.8828815,318.6980796
HSF2,680.8480439,698.0748283,527.7990594,526.6982001,562.2400913,584.0823541
PHF20,2314.363121,2481.834767,2207.835502,1792.859814,1712.711908,1966.094659
HSD17B6,5.852561982,24.46084304,3.716894784,4.171866932,8.891874923,6.51613174
NR1H3,117.0512396,60.21130594,109.6483961,269.0854171,133.3781238,159.3490398
TYMP,6826.688409,2152.554187,9210.465276,25912.50848,19281.00478,7624.466511
NCAPH2,1362.346372,1567.375558,1248.876648,958.4864275,1442.535709,1082.86262
TOMM34,206.1402387,261.5428602,250.8903979,374.4250571,286.5919687,328.7684651
SEC63,2187.557612,2632.363032,2542.356033,3194.607103,2449.369546,3190.53505
KPNA6,2206.415867,2242.871146,2304.474766,2643.920668,2218.864788,2272.35285
VIM,49383.918,30024.74403,61916.03332,113743.866,76458.4965,93467.98605
RTEL1-TNFRSF6B,715.9634158,730.0620845,745.2374043,537.1278674,847.4640792,675.9005741
FAS,1742.762901,656.6795554,1139.228251,1524.817363,1160.047682,1202.522494
RNASET2,12073.18508,4658.849797,7292.547567,8698.342552,5842.645815,6304.653646
CD44,16532.83731,14505.27992,21238.3368,14923.81098,17163.37057,13922.60403
KCNG1,18.20797061,88.4353556,44.60273741,2.085933466,36.93548045,14.21701471
AGPAT4,2313.062552,737.5884978,2334.209925,1319.352917,1173.043499,1476.200027
SLAMF7,2400.200697,2143.146171,2525.630006,858.3616212,2841.296033,2449.473159
BTN3A1,12777.44338,7340.134515,8574.876268,4627.643394,7224.30638,4723.603136
MIPEP,93.64099171,139.238645,124.5159753,138.7145755,147.7419218,164.0880447
PRKCH,6836.442679,7405.990631,6714.570428,2336.245482,4896.687121,2510.487847
INSRR,1.300569329,3.763206621,0,0,0.683990379,0.592375613
IFNGR1,2886.613626,807.2078203,1401.269334,7529.176845,2657.302621,6001.949708
B4GALT7,470.1558125,590.8234396,600.2785077,418.2296599,512.3087936,486.340378
SH2D2A,950.065895,1033.000218,1295.337832,236.7534484,506.8368706,258.2757671
VRK2,554.6928189,314.2277529,585.4109285,1094.072103,899.447348,793.783321
TNFRSF1B,15268.03364,7031.551572,18913.41911,17951.54341,16752.29235,14755.48414
VEZT,480.5603672,500.5064806,609.5707446,656.026075,597.807591,733.3610085
POU2F2,3543.401138,5048.341683,5997.209735,4749.670502,5317.341204,5588.47153
BRD9,1948.252855,2220.291907,2185.534133,1777.215313,1984.940079,1934.106376
SNX1,4192.385233,3802.720291,3876.72126,6951.373275,4912.4189,6219.943933
TBPL1,606.7155921,607.7578694,531.5159542,880.2639226,577.2878796,572.2348419
ARNTL2,20.1588246,15.05282649,37.16894784,92.82403923,123.1182682,74.6393272
BCLAF1,20727.1734,11793.88955,14886.16361,16068.98845,13128.51133,12829.67102
SLC39A9,1150.353572,790.2733905,1131.794462,1419.477723,1467.159362,1642.065198
ANK1,261.4144352,1492.111425,360.5387941,10963.6663,2041.02729,245.8358793
TFB1M,192.4842607,197.5683476,130.0913175,148.1012761,175.7855273,168.8270496
RABEP1,1707.647529,1779.996732,1667.027311,2096.363133,1718.183831,1881.977322
HMGB3,120.302663,47.04008277,195.1369762,495.4091981,274.9641322,377.3432653
NUP160,1424.7737,1605.007624,1239.584411,1071.126835,1380.292584,1233.326026
BAK1,1186.769513,679.2587952,1072.324145,1345.427085,2344.719018,2745.068589
IKZF2,2240.880954,1823.273608,2159.51587,486.0224975,624.4832157,528.9914222
GRN,12019.86174,2982.341247,15828.39644,33713.89964,30640.71699,29768.05929
FAM13B,1937.198016,1358.51759,1960.661999,1813.719148,1628.581092,1663.39072
ARHGAP31,816.7575388,425.2423482,1111.351541,3045.46286,1491.099026,2439.402773
CENPQ,20.80910927,79.02733905,55.75342177,34.41790219,42.40740348,39.68916605
SARS1,2007.42876,2799.825726,2287.74874,3079.880762,2570.435843,2785.350131
RANBP3,1336.334986,1635.113277,1423.570702,1490.399461,1521.194602,1407.484456
ARID4A,2448.972047,3360.543513,2979.09117,1841.87925,1560.182054,1689.455247
EIPR1,432.439302,605.876266,481.3378746,587.1902706,634.7430714,578.158598
PNPLA6,3556.406831,3187.436008,4742.757745,5794.723168,4627.878902,3566.693564
IFT88,295.2292377,314.2277529,260.1826349,277.4291509,228.4527865,275.4546599
ALG1,185.3311294,203.2131576,289.9177932,397.3703252,417.9181214,491.6717586
ZCCHC8,1359.745234,1049.934647,1198.698568,1688.563141,1259.226287,1358.31728
ABCF2,512.4243157,880.5903494,572.4017968,949.0997269,700.4061478,875.5311556
CHPF2,2445.070339,2224.055113,2466.159689,2911.963118,2846.767956,2860.581834
LRRC7,11.0548393,31.98725628,7.433789569,11.47263406,10.94384606,6.51613174
FUT8,286.7755371,301.0565297,241.598161,309.7611197,482.8972073,365.495753
UBA6,1396.81146,1119.55397,1343.657465,1492.485395,1352.932969,1379.050426
GAB2,5890.278492,795.9182004,3464.145939,6427.803975,3517.762518,4024.007537
ATP6V0A1,1628.3128,622.8106958,1367.817281,3613.879729,2604.635362,3580.318203
PIAS1,3733.28426,2265.450386,2854.575194,4313.710407,3036.233291,4147.221665
SLC4A7,2653.161432,2711.390371,2850.8583,1069.040901,1915.17306,1143.284933
APBA2,1147.102148,3441.452455,1063.031908,974.1309285,1217.502874,1254.651548
MAP2K3,3152.580054,3791.430671,3086.881118,10186.65608,4791.352603,3054.881035
EFCAB1,9.754269969,0,3.716894784,0,0,0
TMSB10,17164.26372,26743.22785,21459.49204,28421.88644,27455.3738,24795.06602
ASTE1,327.743471,327.3989761,306.6438197,160.6168769,233.2407191,205.5543376
RNF19A,4104.596803,2910.840322,3503.173334,4392.975879,3572.481748,3279.983768
PEX3,184.0305601,193.805141,148.6757914,123.0700745,176.4695177,175.935557
GABARAPL2,2430.764076,2545.809279,1704.196259,6338.108836,4279.043809,1849.989039
SH3YL1,825.2112394,2382.109791,741.5205095,481.8506306,972.6343185,580.5281005
FAM136A,927.3059318,991.6049447,830.7259843,882.349856,1202.455086,1230.364148
VCL,6387.746261,2231.581526,9754.990362,8428.214168,3564.957854,9871.34721
DEPDC1B,24.06053259,13.17122317,11.15068435,61.53503724,74.55495128,83.52496139
DAPK2,1309.673315,310.4645463,570.5433494,510.0107324,195.6212483,130.9150104
NSMAF,1322.679008,1349.109574,1416.136913,1878.383086,1719.551812,1672.276355
ADSS2,1296.017337,1239.976582,1273.036464,1720.895109,1586.857679,2029.478849
STAP1,119.6523783,261.5428602,135.6666596,188.7769787,194.9372579,249.390133
TIMP2,2166.098218,545.6649601,2586.95877,7408.192704,4184.653137,6014.389596
RFC1,873.3323046,1493.993029,1196.840121,1145.177473,1164.151624,1247.54304
TBC1D23,777.7404589,698.0748283,722.9360356,1133.704839,700.4061478,865.4607702
CUL3,1697.242975,1732.956649,1717.20539,2153.726303,1441.167728,2122.48182
MYOM2,360.2577042,92.19856222,444.1689267,340.0071549,67.71504749,88.26396629
CYP46A1,19.50853994,16.9344298,31.59360567,1.042966733,8.891874923,1.777126838
AC118549.1,1160.107842,1358.51759,1064.890356,897.994357,922.7030208,983.9358927
SLC18A1,7.803415976,3.763206621,5.575342177,0,6.839903787,2.369502451
USP2,18.85825527,7.526413243,11.15068435,28.16010179,27.35961515,16.58651716
CASR,0.650284665,0,0,1.042966733,0.683990379,2.961878064
TUBG2,240.6053259,267.1876701,206.2876605,243.0112488,248.2885075,249.390133
RPL26L1,121.6032323,86.55375229,104.073054,361.9094563,216.82495,317.5133284
FLT4,59.82618915,146.7650582,59.47031655,87.60920556,68.39903787,149.2786544
NSUN2,1671.231588,1740.483062,1659.593521,2477.045991,2432.269787,2771.133116
FBXO42,1433.877686,1046.171441,1470.031887,1536.289998,1254.438354,1398.006446
MFAP3,327.743471,206.9763642,276.9086614,458.9053625,305.0597089,308.0353186
MRI1,1063.865711,1268.200631,1176.397199,715.4751788,994.5220106,950.1704828
METTL1,47.47078052,50.80328939,50.17807959,56.32020358,82.07884544,81.15545894
AGA,396.6736454,417.715935,423.7260054,605.9636718,612.1713889,384.4517727
PI4K2B,356.3559962,504.2696873,622.5798764,256.5698163,610.1194178,485.1556268
BOD1L1,7559.559226,6869.733687,8061.944787,5610.118056,4212.012752,4273.990046
MAT2B,1545.726648,2299.319246,1654.018179,3010.001991,2113.53027,1988.604932
EDC4,2798.174912,2724.561594,2494.0364,2329.987681,2853.60786,2568.540657
TRIO,1656.925325,568.2441998,2142.789843,2488.518625,2342.667047,2877.168351
VCAN,30929.4895,2587.204552,39668.55959,182334.5731,82448.20024,102216.7815
CLEC16A,1349.990964,1362.280797,1453.305861,1939.918123,1505.462823,1506.411183
MSR1,78.03415976,35.7504629,107.7899487,1631.19997,375.5107179,605.4078762
CDH1,37.06622588,15.05282649,59.47031655,173.1324777,38.30346121,17.17889277
MTREX,1011.192654,1221.160549,1412.420018,1361.071586,1166.203596,1516.481569
ZFYVE16,1798.037098,611.521076,1178.255647,1590.524268,1001.361914,1280.123699
RIPOR1,2064.65381,1181.646879,2339.785267,2262.194844,2263.324163,2424.001007
RAI14,33.1645179,5.644809932,31.59360567,7.30076713,2.735961515,1.777126838
SOX30,6.502846646,7.526413243,9.292236961,6.257800397,17.09975947,13.62463909
PNKP,1844.207309,1565.493954,1800.835523,1261.989747,1601.905467,1490.417042
BEST2,3.251423323,1.881603311,1.858447392,3.128900199,1.367980757,2.961878064
PHLPP2,777.0901742,613.4026793,747.0958517,403.6281256,654.5787924,332.9150943
SPDL1,157.3688888,242.7268271,180.269397,141.8434757,164.1576909,213.8475962
STAU2,847.320918,683.0220018,806.5661682,975.1738952,724.345811,892.7100484
SLC66A1,240.6053259,193.805141,224.8721345,335.835288,324.2114395,328.7684651
CTNS,398.6244994,233.3188105,377.2648206,838.5452532,426.8099963,560.9797052
RTN4R,14.95654729,60.21130594,18.58447392,3.128900199,16.41576909,5.331380514
PHF23,365.4599815,466.6376211,286.2008984,725.9048461,365.2508622,446.651212
INPP4A,7385.282936,6205.527719,8325.844317,4225.058235,5437.72351,4694.576731
RAB27B,650.9349493,231.4372072,886.4794061,545.4716013,178.5214888,813.3317163
PSMA4,1865.016418,1497.756235,1704.196259,3603.450062,3241.430405,2973.725576
MYO16,38.36679521,26.34244635,37.16894784,5.214833664,10.94384606,5.331380514
LSG1,1165.310119,965.2624984,1009.136934,1194.196909,1580.017775,1172.903713
PARP3,238.0041873,246.4900337,196.9954236,150.1872095,400.1343715,206.7390888
TNC,5.852561982,3.763206621,3.716894784,11.47263406,2.051971136,10.66276103
THAP3,240.6053259,265.3060668,256.4657401,205.4644464,235.2926903,258.2757671
RIPOR3,53.97362716,127.9490251,107.7899487,835.416353,118.3303355,156.3871618
TDP1,485.7626445,568.2441998,511.0730329,316.0189201,496.5770149,437.1732022
AIFM2,170.3745821,240.8452238,139.3835544,147.0583093,190.8333156,219.1789767
AL049834.1,77.38387509,92.19856222,94.780817,89.69513903,54.71923029,93.0029712
MED17,1346.73954,1441.308136,1432.862939,1182.724275,1093.700615,1196.006362
RETSAT,777.0901742,666.087572,661.6072716,962.6582945,1030.773501,1092.933005
CAPG,1533.371239,698.0748283,2245.00445,6714.619826,3828.97814,5854.44818
AP2S1,873.9825893,1108.26435,1122.502225,3254.056207,2195.609116,2065.021386
TG,68.93017445,62.09290925,16.72602653,45.89053625,36.25149007,47.98242463
ADAM28,1039.154894,489.2168608,789.8401417,653.9401415,915.1791267,1463.760139
DCUN1D1,1267.404811,1243.739788,1027.721408,2518.76466,1422.015997,1179.419845
JADE2,4230.752028,7740.91602,5395.07278,2317.47208,3048.545118,2744.476214
LCP2,9303.622697,9022.287875,7417.063542,9247.986021,8634.69454,6022.682854
TRIT1,273.1195591,316.1093562,267.6164245,277.4291509,308.4796608,350.0939871
ADRB1,11.70512396,1.881603311,16.72602653,18.77340119,30.09557666,2.369502451
CUL7,531.9328557,530.6121336,555.6757703,623.6941063,664.1546577,851.8361311
CTNNA1,2246.733516,829.78706,2612.977033,7789.918528,3712.699775,5537.527228
PHKA2,2030.188723,1550.441128,1574.104941,2282.011212,1978.100175,2349.36168
CNTLN,143.0626262,107.2513887,260.1826349,643.5104742,289.3279302,499.9650171
HSPA5,22251.44065,11948.18102,16161.05852,15435.90765,15552.57323,19865.31617
DSG2,12.35540863,9.408016553,11.15068435,1.042966733,8.207884544,3.554253676
GEMIN8,201.588246,216.3843807,146.817344,182.5191783,220.9288923,242.8740012
OFD1,2111.474306,2867.563445,1871.456524,956.4004941,1699.032101,1194.229235
GPM6B,78.68444442,54.56649601,111.5068435,34.41790219,45.14336499,33.17303431
PREX2,0.650284665,0,0,3.128900199,0.683990379,10.66276103
WDR37,2151.141671,1853.379261,1639.1506,2115.136534,1807.10258,2025.924595
YTHDC2,2173.251349,1840.208038,1966.237341,1745.926311,2075.226809,1733.291043
CTPS2,214.5939393,216.3843807,198.853871,276.3861842,245.5525459,354.2406164
ATP6V1H,490.3146371,581.415423,455.3196111,712.3462786,576.6038892,720.3287451
POLR2B,3088.852157,2385.872998,2572.091191,3143.501733,3017.765551,3429.262422
FAM214A,3138.273792,2143.146171,2354.652846,1622.856236,1745.543446,1871.314561
ARAP2,5682.837684,2609.783792,5136.748592,3024.603525,3723.643621,2748.622843
TPR,6701.833754,4777.390806,5019.666406,5664.352326,4963.034188,5160.183962
CP,14.30626262,15.05282649,24.1598161,9.386700596,9.575865301,11.25513664
KIAA0556,1573.688888,577.6522164,983.1186705,1162.907907,1080.020808,1035.472571
DTNBP1,406.4279154,619.0474892,434.8766898,442.2178947,522.5686493,449.61309
XK,102.0946923,782.7469772,100.3561592,2948.466954,1204.507057,204.961962
ANO2,2.601138659,0,7.433789569,17.73043446,2.735961515,11.25513664
C12orf4,260.1138659,267.1876701,221.1552397,390.0695581,471.2693709,431.8418217
SCML1,503.3203304,942.6832587,418.1506632,328.5345209,615.5913408,492.2641342
WWC3,3803.515003,1403.67607,2126.063817,3010.001991,1896.02133,1819.777882
ARHGAP6,159.3197428,20.69763642,301.0684775,477.6787637,54.03523991,251.1672598
FAM184B,0,9.408016553,0,0,1.367980757,1.777126838
MAP4,2675.27111,3341.72748,3367.506675,3714.004536,3663.452468,3197.643557
GOPC,1407.216014,1527.861888,1222.858384,1016.892565,1364.560805,1339.36126
USP28,1889.076951,1055.579457,1706.054706,899.0373237,1304.369652,1358.909656
HDAC9,567.6985122,259.6612569,555.6757703,1044.0097,992.4700395,2152.692977
TSPAN17,1251.147695,1382.978433,1388.260202,2538.581028,1885.761474,1084.047371
NOP16,167.1231588,152.4098682,189.561634,229.4526812,269.4922092,220.3637279
CC2D2A,59.82618915,24.46084304,91.06392222,51.10536991,56.77120143,53.31380514
RRM2B,994.2852522,393.2550919,589.1278233,824.9866857,578.6558604,712.0354865
ZNF800,2590.083819,2314.372072,2414.123162,2428.026554,2013.667675,1962.540405
TNFRSF17,5.202277317,16.9344298,14.86757914,42.76163605,88.23475885,548.5398174
SNX29,1556.781487,1493.993029,1562.954257,3601.364129,2553.336084,2527.666739
LMO3,0,0,0,2.085933466,2.051971136,1.777126838
MRPS10,508.5226077,462.8744144,453.4611637,973.0879618,705.1940804,780.7510576
RSF1,1936.547731,3714.284935,3068.296645,1702.121708,1421.332007,1430.587105
VPS13D,5913.038456,3936.314126,5313.301094,5592.387622,4889.163227,5209.943514
CELF2,16943.81722,11193.6581,13217.27785,15779.0437,10407.5976,13710.53356
FAM120A,7402.190338,5157.474675,7918.844338,10347.27296,9060.820546,8430.097345
R3HDM1,1210.830046,1112.027557,1241.442858,1599.910968,1556.762102,1845.842409
COL9A2,297.8303764,205.0947609,260.1826349,598.6629047,212.0370174,290.8564258
KITLG,3.251423323,0,5.575342177,18.77340119,7.523894165,4.739004902
ERCC8,172.3254361,150.5282649,131.9497648,301.4173858,206.5650944,298.5573088
ADAMTS6,91.03985305,48.92168608,53.89497437,42.76163605,108.0704798,71.08507353
H6PD,2527.006207,2553.335693,3534.76694,3728.60607,2913.799013,3471.913466
VAMP3,3163.634893,1473.295392,2612.977033,5116.794792,3188.079155,4203.497348
